first second position
Capana01g001297 Solyc03g114710.2.1 43685914
Capana01g001300 Solyc08g081810.2.1 43719223.5
Capana01g001302 Solyc07g021760.1.1 43732971.5
Capana01g001303 Solyc05g015130.1.1 43736057.5
Capana01g001306 Solyc01g094100.2.1 44120389.5
Capana01g001307 Solyc01g094100.2.1 44121391
Capana01g001308 Solyc01g094110.2.1 44127733.5
Capana01g001309 Solyc01g094090.2.1 44158900
Capana01g001310 Solyc01g094070.2.1 44171524
Capana01g001311 Solyc01g094080.2.1 44177500
Capana01g001312 Solyc09g092600.2.1 44183918
Capana01g001313 Solyc08g014270.1.1 44194244
Capana01g001315 Solyc01g094100.2.1 44225854.5
Capana01g001316 Solyc01g094110.2.1 44240588
Capana01g001317 Solyc01g094120.2.1 44246779
Capana01g001318 Solyc01g094080.2.1 44259387.5
Capana01g001319 Solyc01g094060.2.1 44277513
Capana01g001320 Solyc01g094050.1.1 44296025
Capana01g001322 Solyc01g094040.2.1 44318284
Capana01g001323 Solyc01g094040.2.1 44319929
Capana01g001324 Solyc01g094030.2.1 44340804.5
Capana01g001325 Solyc01g094020.2.1 44351906.5
Capana01g001326 Solyc01g094010.2.1 44362349.5
Capana01g001327 Solyc01g094000.2.1 44373257.5
Capana01g001328 Solyc01g093990.2.1 44382680.5
Capana01g001329 Solyc01g093990.2.1 44387446.5
Capana01g001330 Solyc01g093990.2.1 44391521
Capana01g001331 Solyc01g093990.2.1 44396628
Capana01g001332 Solyc01g093980.2.1 44412371.5
Capana01g001333 Solyc01g093970.2.1 44428716
Capana01g001334 Solyc01g093960.2.1 44480153
Capana01g001335 Solyc01g092950.2.1 44487374.5
Capana01g001337 Solyc01g092950.2.1 44580448.5
Capana01g001338 Solyc01g091950.2.1 44599554
Capana01g001339 Solyc01g091940.2.1 44615561
Capana01g001340 Solyc01g091930.2.1 44622919.5
Capana01g001341 Solyc01g091920.2.1 44631122
Capana01g001342 Solyc01g091910.2.1 44679775
Capana01g001343 Solyc02g068200.1.1 44685921
Capana01g001344 Solyc01g091900.2.1 44688893.5
Capana01g001345 Solyc01g091890.2.1 44719342
Capana01g001346 Solyc01g091880.2.1 44723542.5
Capana01g001347 Solyc01g091870.2.1 44730762
Capana01g001348 Solyc01g091860.2.1 44786029.5
Capana01g001350 Solyc01g091850.2.1 44793499
Capana01g001351 Solyc01g091840.2.1 44798007
Capana01g001352 Solyc01g091830.2.1 44816571.5
Capana01g001353 Solyc01g091820.2.1 44838800.5
Capana01g001354 Solyc01g091810.1.1 44846082
Capana01g001356 Solyc01g091800.2.1 44850656.5
Capana01g001357 Solyc01g091790.2.1 44853947.5
Capana01g001358 Solyc01g091780.2.1 44857902
Capana01g001359 Solyc01g091770.2.1 44874601
Capana01g001360 Solyc01g091760.2.1 44893446.5
Capana01g001361 Solyc01g091750.2.1 44909855
Capana01g001362 Solyc01g091740.2.1 44955116.5
Capana01g001363 Solyc01g091730.2.1 44963027.5
Capana01g001364 Solyc01g091720.2.1 44966067.5
Capana01g001365 Solyc01g091720.2.1 44970195.5
Capana01g001366 Solyc11g040020.1.1 44986756.5
Capana01g001367 Solyc10g017850.2.1 45004933.5
Capana01g001368 Solyc01g091720.2.1 45010706.5
Capana01g001369 Solyc03g095200.1.1 45044874
Capana01g001370 Solyc01g091100.2.1 45072456
Capana01g001372 Solyc05g054310.2.1 45083415.5
Capana01g001373 Solyc01g091110.2.1 45109769.5
Capana01g001374 Solyc01g091120.2.1 45113435
Capana01g001375 Solyc01g091130.2.1 45127268.5
Capana01g001376 Solyc01g091160.2.1 45140570.5
Capana01g001377 Solyc01g091180.2.1 45146502
Capana01g001378 Solyc01g091190.2.1 45160953
Capana01g001379 Solyc01g091200.2.1 45177196.5
Capana01g001380 Solyc01g091210.2.1 45181995
Capana01g001382 Solyc01g091220.2.1 45192702
Capana01g001383 Solyc01g091240.2.1 45216189
Capana01g001384 Solyc10g018200.1.1 45224020
Capana01g001385 Solyc01g091250.2.1 45229386
Capana01g001386 Solyc01g091260.2.1 45237768.5
Capana01g001387 Solyc01g091270.2.1 45242792
Capana01g001388 Solyc01g091280.2.1 45249140
Capana01g001390 Solyc01g094070.2.1 45261397
Capana01g001391 Solyc01g091300.2.1 45273173.5
Capana01g001392 Solyc01g091310.2.1 45305227
Capana01g001394 Solyc01g091320.2.1 45315149
Capana01g001395 Solyc01g091330.2.1 45343839.5
Capana01g001396 Solyc01g091340.2.1 45350265
Capana01g001397 Solyc01g091350.2.1 45353756
Capana01g001398 Solyc01g091350.2.1 45366140.5
Capana01g001399 Solyc01g091360.2.1 45373749
Capana01g001400 Solyc05g051030.2.1 45387684
Capana01g001401 Solyc01g091370.2.1 45391730.5
Capana01g001402 Solyc01g091380.2.1 45403386
Capana01g001403 Solyc01g091390.2.1 45418889.5
Capana01g001404 Solyc11g010310.1.1 45432740.5
Capana01g001405 Solyc01g091400.2.1 45497765.5
Capana01g001406 Solyc01g091410.2.1 45503651.5
Capana01g001407 Solyc01g091420.1.1 45520265.5
Capana01g001408 Solyc01g091450.2.1 45529447.5
Capana01g001409 Solyc01g091460.2.1 45539042
Capana01g001410 Solyc06g083000.1.1 45547010.5
Capana01g001411 Solyc01g091470.2.1 45575441
Capana01g001412 Solyc01g091480.2.1 45586496.5
Capana01g001414 Solyc01g091490.2.1 45623537.5
Capana01g001415 Solyc01g091500.2.1 45645341
Capana01g001416 Solyc01g091500.2.1 45650507.5
Capana01g001417 Solyc01g091510.2.1 45682573
Capana01g001418 Solyc01g091520.2.1 45694290
Capana01g001419 Solyc01g091530.2.1 45700931.5
Capana01g001420 Solyc01g091540.1.1 45711264.5
Capana01g001421 Solyc02g071970.1.1 45728490
Capana01g001423 Solyc04g076850.2.1 45734581
Capana01g001426 Solyc01g007290.1.1 45748900
Capana01g001427 Solyc01g007300.1.1 45749456.5
Capana01g001428 Solyc01g007320.2.1 45752838.5
Capana01g001429 Solyc01g007320.2.1 45753727
Capana01g001432 Solyc01g091580.2.1 45793242.5
Capana01g001433 Solyc01g091590.2.1 45802782
Capana01g001434 Solyc01g091590.2.1 45807570.5
Capana01g001435 Solyc01g091600.2.1 45810831.5
Capana01g001436 Solyc01g057900.2.1 45814481
Capana01g001437 Solyc01g091600.2.1 45833598
Capana01g001438 Solyc01g057900.2.1 45837787
Capana01g001439 Solyc01g091600.2.1 45876471.5
Capana01g001440 Solyc01g091610.1.1 45925984.5
Capana01g001441 Solyc01g091620.2.1 45925935.5
Capana01g001442 Solyc01g091630.2.1 45985044.5
Capana01g001443 Solyc01g091640.2.1 46006526
Capana01g001444 Solyc01g091650.2.1 46019836
Capana01g001446 Solyc02g070580.1.1 46076747
Capana01g001447 Solyc01g091660.2.1 46096130.5
Capana01g001448 Solyc10g048140.1.1 46133056.5
Capana01g001449 Solyc01g088400.2.1 46160665
Capana01g001450 Solyc01g091670.2.1 46256327
Capana01g001451 Solyc03g064040.1.1 46272971.5
Capana01g001453 Solyc00g013140.1.1 46274378
Capana01g001455 Solyc00g013140.1.1 46275426.5
Capana01g001456 Solyc06g051370.1.1 46277102.5
Capana01g001458 Solyc00g244290.1.1 46281551
Capana01g001459 Solyc00g125980.1.1 46283516.5
Capana01g001460 Solyc00g125990.1.1 46284266
Capana01g001461 Solyc10g081570.1.1 46287062
Capana01g001463 Solyc01g091670.2.1 46300515.5
Capana01g001464 Solyc01g091690.2.1 46312684.5
Capana01g001467 Solyc01g091700.2.1 46413381
Capana01g001468 Solyc11g040020.1.1 46436989.5
Capana01g001469 Solyc11g040020.1.1 46448311
Capana01g001470 Solyc01g091720.2.1 46494747.5
Capana01g001471 Solyc01g091710.2.1 46531065.5
Capana01g001472 Solyc01g091710.2.1 46554121.5
Capana01g001473 Solyc01g091710.2.1 46583966
Capana01g001474 Solyc08g077610.1.1 46784822
Capana01g001476 Solyc01g006450.2.1 47016540.5
Capana01g001478 Solyc04g054440.1.1 47231050
Capana01g001479 Solyc01g006460.1.1 47500944.5
Capana01g001480 Solyc01g006450.2.1 47506767
Capana01g001481 Solyc01g006440.1.1 47539212.5
Capana01g001483 Solyc01g006450.2.1 47602606.5
Capana01g001485 Solyc01g006460.1.1 47606503
Capana01g001486 Solyc10g049620.1.1 47609380
Capana01g001487 Solyc01g006430.2.1 47707467
Capana01g001488 Solyc01g006400.2.1 47738876.5
Capana01g001489 Solyc01g006400.2.1 47744754
Capana01g001490 Solyc01g006400.2.1 47798762
Capana01g001491 Solyc04g080420.2.1 47825662
Capana01g001492 Solyc01g005810.2.1 47873211.5
Capana01g001493 Solyc01g005820.2.1 47954276.5
Capana01g001495 Solyc01g005830.2.1 48075832
Capana01g001496 Solyc01g005840.2.1 48089472
Capana01g001497 Solyc01g005850.1.1 48098600.5
Capana01g001498 Solyc03g082790.2.1 48101849
Capana01g001499 Solyc01g005850.1.1 48107147
Capana01g001500 Solyc01g005890.1.1 48110526
Capana01g001501 Solyc01g005900.2.1 48232736
Capana01g001504 Solyc01g005910.2.1 48328649.5
Capana01g001505 Solyc01g005920.2.1 48339274.5
Capana01g001508 Solyc03g078530.1.1 48509732.5
Capana01g001509 Solyc01g005930.2.1 48649556
Capana01g001510 Solyc01g005940.2.1 48662465.5
Capana01g001511 Solyc01g005950.2.1 48668740.5
Capana01g001512 Solyc01g005960.2.1 48693510.5
Capana01g001513 Solyc01g005960.2.1 48704316.5
Capana01g001514 Solyc01g005970.2.1 48725596
Capana01g001515 Solyc01g005980.2.1 48750559
Capana01g001516 Solyc01g005990.2.1 48769160.5
Capana01g001517 Solyc01g006000.2.1 48849514.5
Capana01g001518 Solyc01g006010.2.1 48912567.5
Capana01g001519 Solyc01g006020.2.1 48920799.5
Capana01g001521 Solyc02g062070.1.1 48939105
Capana01g001522 Solyc01g006030.2.1 48943418
Capana01g001523 Solyc01g006040.2.1 48959181.5
Capana01g001524 Solyc11g065650.1.1 49030256.5
Capana01g001525 Solyc01g006050.2.1 49126908.5
Capana01g001526 Solyc10g055500.1.1 49248837
Capana01g001527 Solyc10g045430.1.1 49274437.5
Capana01g001528 Solyc01g006070.2.1 49287041
Capana01g001529 Solyc12g020130.1.1 49526686.5
Capana01g001530 Solyc12g020130.1.1 49606119.5
Capana01g001531 Solyc09g074940.1.1 49809717.5
Capana01g001532 Solyc01g006400.2.1 50243211.5
Capana01g001534 Solyc01g067400.2.1 50291123.5
Capana01g001535 Solyc01g006390.2.1 50303507
Capana01g001536 Solyc01g006380.2.1 50315145
Capana01g001537 Solyc01g006370.2.1 50342870.5
Capana01g001538 Solyc01g006370.2.1 50347721
Capana01g001539 Solyc01g006370.2.1 50358118
Capana01g001540 Solyc01g006350.2.1 50424668.5
Capana01g001541 Solyc02g072130.2.1 50471973
Capana01g001542 Solyc11g050800.1.1 50473165
Capana01g001543 Solyc02g081010.1.1 50474109.5
Capana01g001545 Solyc06g051320.2.1 50595556
Capana01g001546 Solyc01g006250.1.1 50619575.5
Capana01g001549 Solyc01g006260.2.1 50794986.5
Capana01g001551 Solyc01g006280.2.1 50806166
Capana01g001553 Solyc01g006290.2.1 50829218
Capana01g001554 Solyc01g006300.2.1 50845174
Capana01g001555 Solyc02g062460.2.1 51019749.5
Capana01g001558 Solyc00g138060.2.1 51160327.5
Capana01g001559 Solyc12g011040.1.1 51207642.5
Capana01g001560 Solyc12g011040.1.1 51222704.5
Capana01g001562 Solyc01g008480.2.1 51497421
Capana01g001563 Solyc01g008470.2.1 51522005
Capana01g001564 Solyc01g008450.1.1 51591496
Capana01g001565 Solyc01g008420.2.1 51744790.5
Capana01g001567 Solyc01g008500.2.1 52011959
Capana01g001569 Solyc01g008440.2.1 52101790.5
Capana01g001570 Solyc03g051890.1.1 52116477
Capana01g001572 Solyc12g062980.1.1 52254385
Capana01g001573 Solyc02g081660.2.1 52330358.5
Capana01g001574 Solyc01g006560.2.1 52485837
Capana01g001575 Solyc12g011040.1.1 52545680.5
Capana01g001577 Solyc01g006540.2.1 52719824
Capana01g001578 Solyc01g006540.2.1 52726894.5
Capana01g001580 Solyc01g006530.1.1 52812612
Capana01g001581 Solyc01g006520.2.1 52817119
Capana01g001582 Solyc01g006510.2.1 52822295
Capana01g001585 Solyc01g006500.2.1 52882416.5
Capana01g001586 Solyc01g006490.2.1 52897948
Capana01g001587 Solyc01g006480.2.1 52913713.5
Capana01g001589 Solyc01g108850.2.1 53057443
Capana01g001590 Solyc07g066500.1.1 53060211.5
Capana01g001592 Solyc01g005790.1.1 53130446
Capana01g001593 Solyc01g009690.1.1 53132277
Capana01g001595 Solyc01g017770.1.1 53240729
Capana01g001598 Solyc01g017770.1.1 53321986.5
Capana01g001599 Solyc01g008410.1.1 53378212.5
Capana01g001600 Solyc01g008390.1.1 53487313
Capana01g001601 Solyc01g005790.1.1 53490811
Capana01g001602 Solyc01g005800.2.1 53551153
Capana01g001603 Solyc01g008640.2.1 53910925.5
Capana01g001604 Solyc09g091390.2.1 54166764.5
Capana01g001606 Solyc03g051890.1.1 54171763
Capana01g001607 Solyc08g021860.1.1 54262050.5
Capana01g001608 Solyc01g008640.2.1 54376235.5
Capana01g001611 Solyc01g006660.1.1 54747103
Capana01g001612 Solyc01g006650.1.1 54770037
Capana01g001613 Solyc01g006640.1.1 54782684.5
Capana01g001614 Solyc01g006600.1.1 54806019
Capana01g001615 Solyc01g006620.2.1 54820946
Capana01g001616 Solyc01g006630.2.1 54843584.5
Capana01g001617 Solyc01g006620.2.1 54852921
Capana01g001618 Solyc01g006620.2.1 54854301
Capana01g001619 Solyc01g006600.1.1 54864813.5
Capana01g001620 Solyc01g006520.2.1 54867931
Capana01g001621 Solyc01g006520.2.1 54869354.5
Capana01g001622 Solyc02g062500.2.1 54920427
Capana01g001624 Solyc01g006560.2.1 55070582.5
Capana01g001626 Solyc01g006390.2.1 55144365.5
Capana01g001627 Solyc02g005360.1.1 55178036.5
Capana01g001628 Solyc01g006400.2.1 55208626
Capana01g001630 Solyc06g035940.2.1 55385422
Capana01g001632 Solyc01g068330.2.1 55465293.5
Capana01g001633 Solyc01g068330.2.1 55475786
Capana01g001634 Solyc06g035940.2.1 55640861
Capana01g001635 Solyc06g075600.2.1 55651512
Capana01g001636 Solyc01g008490.2.1 55808135
Capana01g001637 Solyc07g021760.1.1 55851883.5
Capana01g001638 Solyc11g042430.1.1 55854306.5
Capana01g001639 Solyc01g006230.2.1 55894555.5
Capana01g001640 Solyc01g006240.2.1 55900330.5
Capana01g001641 Solyc08g048420.2.1 55929476
Capana01g001642 Solyc01g006170.2.1 56098592.5
Capana01g001643 Solyc03g032010.2.1 57021586.5
Capana01g001644 Solyc01g006310.2.1 57131669.5
Capana01g001647 Solyc01g006320.2.1 57218908.5
Capana01g001648 Solyc01g006330.2.1 57451526.5
Capana01g001649 Solyc01g006340.2.1 57458919
Capana01g001650 Solyc11g050800.1.1 57470370
Capana01g001652 Solyc06g051320.2.1 57554439
Capana01g001654 Solyc01g006100.2.1 57832064.5
Capana01g001655 Solyc01g006100.2.1 57843974.5
Capana01g001656 Solyc12g042830.1.1 57870483
Capana01g001657 Solyc12g042830.1.1 57890844.5
Capana01g001658 Solyc05g023660.1.1 57910411.5
Capana01g001660 Solyc01g006110.2.1 57923336
Capana01g001661 Solyc01g006110.2.1 58134294
Capana01g001663 Solyc07g065630.2.1 58283039
Capana01g001664 Solyc06g084280.1.1 58428907.5
Capana01g001666 Solyc01g006460.1.1 58508647.5
Capana01g001667 Solyc04g054440.1.1 58595412
Capana01g001668 Solyc12g100020.1.1 58622544
Capana01g001669 Solyc07g063870.2.1 58724602.5
Capana01g001670 Solyc01g008650.2.1 58813713.5
Capana01g001671 Solyc04g077590.2.1 58818477
Capana01g001673 Solyc06g036290.2.1 58912832.5
Capana01g001676 Solyc01g008660.2.1 59090578.5
Capana01g001677 Solyc01g008660.2.1 59150816.5
Capana01g001678 Solyc01g008560.2.1 59380369
Capana01g001680 Solyc01g008540.2.1 59489410.5
Capana01g001681 Solyc01g008550.2.1 59534390
Capana01g001682 Solyc01g008530.2.1 59684441
Capana01g001683 Solyc01g008520.2.1 59710288
Capana01g001684 Solyc01g008510.2.1 59745066
Capana01g001685 Solyc10g047810.1.1 59958453
Capana01g001687 Solyc01g006660.1.1 60124944.5
Capana01g001688 Solyc07g014680.2.1 60157179
Capana01g001689 Solyc05g005580.2.1 60404126.5
Capana01g001690 Solyc01g088720.2.1 60435641.5
Capana01g001691 Solyc01g006670.2.1 60442675.5
Capana01g001692 Solyc01g006680.2.1 60464185
Capana01g001693 Solyc01g006690.2.1 60499541.5
Capana01g001694 Solyc01g006700.2.1 60516875
Capana01g001696 Solyc01g006710.2.1 60595858
Capana01g001697 Solyc01g006720.2.1 60614345
Capana01g001698 Solyc01g006730.2.1 60640928
Capana01g001700 Solyc10g081660.1.1 60692047
Capana01g001701 Solyc10g081670.1.1 60700368
Capana01g001702 Solyc01g006760.2.1 60721618.5
Capana01g001703 Solyc01g006770.1.1 60728974.5
Capana01g001704 Solyc01g006770.1.1 60740473
Capana01g001705 Solyc01g006770.1.1 60764405
Capana01g001706 Solyc01g006770.1.1 60802716.5
Capana01g001708 Solyc03g093640.2.1 60865220
Capana01g001709 Solyc03g093640.2.1 60890914.5
Capana01g001711 Solyc01g006790.2.1 60991206
Capana01g001712 Solyc06g071450.2.1 61046436.5
Capana01g001713 Solyc07g007600.2.1 61122019
Capana01g001714 Solyc01g006120.2.1 61227548
Capana01g001715 Solyc01g006120.2.1 61247010.5
Capana01g001716 Solyc01g006130.2.1 61254461.5
Capana01g001717 Solyc01g006140.2.1 61261416.5
Capana01g001718 Solyc01g006150.2.1 61272781.5
Capana01g001719 Solyc10g050880.1.1 61308551
Capana01g001720 Solyc01g006160.2.1 61316919
Capana01g001721 Solyc01g006180.2.1 61330528
Capana01g001722 Solyc07g042500.2.1 61336301.5
Capana01g001723 Solyc01g006190.2.1 61353212
Capana01g001724 Solyc01g006190.2.1 61413506.5
Capana01g001725 Solyc01g006180.2.1 61429121
Capana01g001726 Solyc01g006180.2.1 61432774
Capana01g001728 Solyc06g084240.1.1 61510273.5
Capana01g001729 Solyc06g084240.1.1 61519939
Capana01g001732 Solyc01g006210.2.1 62057529.5
Capana01g001735 Solyc01g006190.2.1 62158695
Capana01g001736 Solyc01g008790.2.1 62457898.5
Capana01g001737 Solyc01g008790.2.1 62475738
Capana01g001739 Solyc01g057770.2.1 62792798.5
Capana01g001740 Solyc11g072310.1.1 62825864.5
Capana01g001741 Solyc01g008710.2.1 62842964
Capana01g001742 Solyc02g005360.1.1 62911720.5
Capana01g001744 Solyc01g008700.2.1 62937355
Capana01g001745 Solyc01g008690.2.1 62958472
Capana01g001748 Solyc01g008640.2.1 63039064
Capana01g001749 Solyc09g083310.1.1 63161703.5
Capana01g001750 Solyc01g008670.2.1 63161017
Capana01g001752 Solyc04g014780.1.1 63191271
Capana01g001754 Solyc04g014780.1.1 63378747.5
Capana01g001755 Solyc01g005760.2.1 63526103
Capana01g001756 Solyc01g008660.2.1 63753417.5
Capana01g001757 Solyc01g060270.1.1 64237891
Capana01g001758 Solyc09g059930.1.1 64239229
Capana01g001759 Solyc01g008600.2.1 64826314
Capana01g001761 Solyc01g008590.1.1 64885709
Capana01g001762 Solyc01g008610.2.1 64887222
Capana01g001763 Solyc04g078320.2.1 64927346
Capana01g001764 Solyc01g008620.2.1 65077747
Capana01g001766 Solyc01g008620.2.1 65228602.5
Capana01g001767 Solyc01g008640.2.1 65395229
Capana01g001768 Solyc01g065500.2.1 65439673
Capana01g001769 Solyc01g021700.1.1 66117111.5
Capana01g001770 Solyc01g008780.2.1 66161029
Capana01g001771 Solyc01g008770.2.1 66184533
Capana01g001772 Solyc01g008740.1.1 66273766.5
Capana01g001773 Solyc01g008730.2.1 66305740.5
Capana01g001774 Solyc06g072200.1.1 66318953.5
Capana01g001775 Solyc01g008890.2.1 66445622
Capana01g001776 Solyc02g077360.1.1 66595207.5
Capana01g001778 Solyc04g009120.1.1 66715858.5
Capana01g001779 Solyc01g017420.1.1 66827023.5
Capana01g001780 Solyc01g017530.1.1 66828955
Capana01g001782 Solyc11g063540.1.1 66834447.5
Capana01g001783 Solyc03g063470.1.1 66835144
Capana01g001784 Solyc02g085520.2.1 66837510.5
Capana01g001785 Solyc00g013160.1.1 66839789.5
Capana01g001786 Solyc07g053820.2.1 67184702.5
Capana01g001789 Solyc04g071820.2.1 67712619
Capana01g001790 Solyc01g008840.2.1 67783099
Capana01g001791 Solyc01g008840.2.1 67790073.5
Capana01g001792 Solyc07g064360.1.1 67853784.5
Capana01g001793 Solyc01g008820.2.1 68076161.5
Capana01g001794 Solyc01g008830.1.1 68102721.5
Capana01g001795 Solyc01g008890.2.1 68814234.5
Capana01g001796 Solyc01g008900.2.1 69768910.5
Capana01g001797 Solyc01g008930.2.1 69871215
Capana01g001798 Solyc07g062730.1.1 70050981
Capana01g001801 Solyc10g085040.1.1 70258039.5
Capana01g001802 Solyc03g032070.2.1 70259279
Capana01g001803 Solyc01g008950.2.1 70435111.5
Capana01g001805 Solyc01g008960.2.1 70683085.5
Capana01g001807 Solyc01g008970.2.1 70751464.5
Capana01g001808 Solyc01g008980.2.1 70918399.5
Capana01g001811 Solyc01g008990.2.1 71042049
Capana01g001812 Solyc01g009000.2.1 71107517.5
Capana01g001813 Solyc01g009000.2.1 71152884
Capana01g001814 Solyc01g009010.2.1 71215878
Capana01g001816 Solyc01g013890.1.1 71384267
Capana01g001817 Solyc01g009070.2.1 71400456.5
Capana01g001818 Solyc01g009060.2.1 71404766
Capana01g001819 Solyc01g009060.2.1 71417907.5
Capana01g001820 Solyc10g080350.1.1 71424057
Capana01g001821 Solyc05g007970.2.1 71443212.5
Capana01g001822 Solyc01g065940.1.1 71570692.5
Capana01g001825 Solyc05g009920.2.1 71860315
Capana01g001826 Solyc01g009050.2.1 71895362
Capana01g001827 Solyc08g042100.2.1 71938331.5
Capana01g001828 Solyc01g009040.2.1 71942108.5
Capana01g001829 Solyc01g009030.2.1 72172429.5
Capana01g001830 Solyc01g009030.2.1 72209462.5
Capana01g001831 Solyc01g009080.2.1 72538308.5
Capana01g001832 Solyc01g009090.2.1 72550165
Capana01g001833 Solyc01g009090.2.1 72562271.5
Capana01g001834 Solyc01g112340.2.1 72741663.5
Capana01g001835 Solyc01g009180.2.1 72842310
Capana01g001836 Solyc01g009190.1.1 72850179.5
Capana01g001837 Solyc01g009200.2.1 72861939.5
Capana01g001839 Solyc01g009220.2.1 73153600.5
Capana01g001840 Solyc02g089560.2.1 73155482
Capana01g001841 Solyc01g009230.2.1 73241204
Capana01g001843 Solyc02g082260.2.1 73538927.5
Capana01g001846 Solyc07g066300.2.1 73658792
Capana01g001847 Solyc01g009240.2.1 73761191.5
Capana01g001849 Solyc01g009250.2.1 74038541
Capana01g001850 Solyc01g095330.2.1 74320611
Capana01g001851 Solyc01g009260.1.1 74400196
Capana01g001852 Solyc01g009260.1.1 74423336.5
Capana01g001854 Solyc01g009280.2.1 74518166
Capana01g001855 Solyc01g009280.2.1 74534207
Capana01g001856 Solyc09g018450.2.1 74612860.5
Capana01g001857 Solyc01g009290.2.1 74617996.5
Capana01g001858 Solyc01g009290.2.1 74625175.5
Capana01g001859 Solyc01g009300.2.1 74670038.5
Capana01g001860 Solyc08g016610.1.1 74717517
Capana01g001861 Solyc07g043680.2.1 74814870
Capana01g001863 Solyc01g009520.2.1 75040059.5
Capana01g001864 Solyc01g009500.2.1 75829633
Capana01g001865 Solyc02g011990.1.1 75913747.5
Capana01g001866 Solyc09g055950.1.1 75936822.5
Capana01g001867 Solyc10g052740.1.1 75942697.5
Capana01g001868 Solyc01g007290.1.1 75953397.5
Capana01g001869 Solyc01g007300.1.1 75953868.5
Capana01g001870 Solyc01g007320.2.1 75957847
Capana01g001871 Solyc07g021380.1.1 75971097
Capana01g001872 Solyc04g071300.1.1 75971638.5
Capana01g001873 Solyc11g051170.1.1 75972408
Capana01g001874 Solyc11g051170.1.1 75981816.5
Capana01g001875 Solyc06g072540.1.1 75982584.5
Capana01g001876 Solyc07g021380.1.1 75983201
Capana01g001878 Solyc12g096910.1.1 75990354.5
Capana01g001881 Solyc12g035870.1.1 75995860.5
Capana01g001882 Solyc12g017750.1.1 75996672.5
Capana01g001883 Solyc10g017920.1.1 75997779.5
Capana01g001884 Solyc12g005870.1.1 76016846
Capana01g001885 Solyc06g048700.1.1 76053754
Capana01g001887 Solyc01g009470.1.1 76156918
Capana01g001888 Solyc01g009470.1.1 76159462
Capana01g001892 Solyc11g072190.1.1 76349259.5
Capana01g001893 Solyc01g009480.2.1 76418103
Capana01g001894 Solyc04g050210.1.1 76431631
Capana01g001896 Solyc04g007550.2.1 76496520.5
Capana01g001897 Solyc11g067260.1.1 76592527.5
Capana01g001898 Solyc10g079350.1.1 76610875.5
Capana01g001900 Solyc01g097130.2.1 76910686
Capana01g001902 Solyc05g013510.2.1 77296983.5
Capana01g001903 Solyc01g009600.2.1 77440964.5
Capana01g001904 Solyc01g009610.2.1 77493453.5
Capana01g001905 Solyc02g067640.2.1 77649137.5
Capana01g001906 Solyc05g013160.2.1 77874511.5
Capana01g001907 Solyc10g007940.1.1 77890733.5
Capana01g001908 Solyc08g028790.1.1 77893644.5
Capana01g001909 Solyc01g009780.2.1 77914912
Capana01g001910 Solyc07g018090.2.1 77971640
Capana01g001911 Solyc01g009770.2.1 78100816
Capana01g001912 Solyc01g009760.2.1 78182141.5
Capana01g001913 Solyc01g009750.2.1 78209518.5
Capana01g001914 Solyc01g009740.1.1 78262656
Capana01g001916 Solyc05g026520.1.1 78439601
Capana01g001919 Solyc01g009720.1.1 78913029
Capana01g001923 Solyc03g025640.1.1 79548297
Capana01g001924 Solyc02g087850.1.1 79731606
Capana01g001925 Solyc06g068880.2.1 79759014.5
Capana01g001926 Solyc01g009660.1.1 79763385
Capana01g001928 Solyc05g050290.1.1 80468614.5
Capana01g001929 Solyc10g084830.1.1 80542854.5
Capana01g001930 Solyc07g065050.2.1 80545948
Capana01g001931 Solyc01g009810.2.1 80558546
Capana01g001932 Solyc01g009820.2.1 80571676.5
Capana01g001933 Solyc12g062990.1.1 81368467
Capana01g001934 Solyc01g010290.2.1 81390879
Capana01g001937 Solyc06g005860.1.1 81531737.5
Capana01g001940 Solyc09g091470.2.1 81805216
Capana01g001941 Solyc01g010280.2.1 81906369
Capana01g001943 Solyc05g012180.2.1 81910721.5
Capana01g001944 Solyc05g012180.2.1 81912629.5
Capana01g001945 Solyc01g010270.2.1 82164063
Capana01g001946 Solyc01g010260.2.1 82261589
Capana01g001947 Solyc07g025250.1.1 82344958.5
Capana01g001948 Solyc07g025250.1.1 82346269
Capana01g001949 Solyc12g021340.1.1 83472022
Capana01g001950 Solyc12g021340.1.1 83480308
Capana01g001952 Solyc01g011000.2.1 83828564
Capana01g001955 Solyc02g092260.2.1 84387544.5
Capana01g001956 Solyc02g022880.1.1 84407828
Capana01g001957 Solyc06g048960.2.1 84715826.5
Capana01g001958 Solyc01g010030.2.1 84918054.5
Capana01g001959 Solyc06g071170.2.1 84984978
Capana01g001963 Solyc01g010080.2.1 85639272
Capana01g001964 Solyc02g085720.1.1 85849792
Capana01g001966 Solyc01g057760.2.1 85866895
Capana01g001967 Solyc01g104650.2.1 85917650.5
Capana01g001969 Solyc01g010130.2.1 86256997.5
Capana01g001971 Solyc01g010140.1.1 86782952.5
Capana01g001972 Solyc05g016160.1.1 87233114.5
Capana01g001975 Solyc01g010150.2.1 87466369.5
Capana01g001977 Solyc04g005830.2.1 87946966
Capana01g001978 Solyc01g010240.2.1 87955346.5
Capana01g001980 Solyc07g022830.2.1 88519390.5
Capana01g001981 Solyc01g007920.2.1 88590252
Capana01g001985 Solyc12g082730.1.1 88688793
Capana01g001986 Solyc01g009960.2.1 88815068
