gene position
Solyc08g074280.2.1 58385588.5
Solyc08g074290.2.1 58406593.5
Solyc08g074300.2.1 58413370.5
Solyc08g074310.1.1 58436847.5
Solyc08g074320.1.1 58454945.5
Solyc08g074330.1.1 58456309
Solyc08g074340.1.1 58467847
Solyc08g074350.1.1 58475054.5
Solyc08g074360.2.1 58482975
Solyc08g074370.2.1 58491959
Solyc08g074380.1.1 58500763
Solyc08g074390.2.1 58504480.5
Solyc08g074400.1.1 58514037.5
Solyc08g074410.2.1 58531847.5
Solyc08g074420.2.1 58543553.5
Solyc08g074430.1.1 58552892.5
Solyc08g074440.2.1 58556165.5
Solyc08g074450.2.1 58562070
Solyc08g074460.1.1 58570166
Solyc08g074480.1.1 58582533.5
Solyc08g074490.2.1 58596367.5
Solyc08g074500.2.1 58607131
Solyc08g074510.1.1 58618057.5
Solyc08g074520.1.1 58625122
Solyc08g074530.1.1 58638591
Solyc08g074550.2.1 58653451
Solyc08g074560.2.1 58671669.5
Solyc08g074570.1.1 58681455.5
Solyc08g074580.2.1 58687400
Solyc08g074590.2.1 58690947.5
Solyc08g074600.2.1 58696544
Solyc08g074610.1.1 58716102
Solyc08g074620.1.1 58746129.5
Solyc08g074630.1.1 58756554.5
Solyc08g074640.1.1 58772764.5
Solyc08g074650.2.1 58785201
Solyc08g074660.1.1 58819113
Solyc08g074670.2.1 58826391.5
Solyc08g074680.2.1 58836265
Solyc08g074690.2.1 58851566.5
Solyc08g074700.1.1 58854432
Solyc08g074710.1.1 58858422
Solyc08g074720.2.1 58865717.5
Solyc08g074730.1.1 58869329
Solyc08g074740.2.1 58880925
Solyc08g074750.2.1 58889182
Solyc08g074760.2.1 58906559.5
Solyc08g074770.1.1 58914877.5
Solyc08g074780.2.1 58923599
Solyc08g074790.2.1 58938482.5
Solyc08g074800.2.1 58946406
Solyc08g074810.1.1 58951115.5
Solyc08g074820.1.1 58955856.5
Solyc08g074830.2.1 58963318.5
Solyc08g074840.1.1 58971722.5
Solyc08g074850.1.1 58996766
Solyc08g074860.1.1 59001449
Solyc08g074870.1.1 59018256.5
Solyc08g074880.1.1 59022264
Solyc08g074890.2.1 59040164
Solyc08g074900.1.1 59044767
Solyc08g074910.2.1 59056815
Solyc08g074920.1.1 59059994
Solyc08g074930.1.1 59069965.5
Solyc08g074940.2.1 59071789.5
Solyc08g074950.1.1 59080741
Solyc08g074960.2.1 59100942
Solyc08g074970.1.1 59104285.5
Solyc08g074980.2.1 59108948
Solyc08g074990.1.1 59130184.5
Solyc08g075000.2.1 59137646.5
Solyc08g075010.2.1 59153185.5
Solyc08g075020.2.1 59179620
Solyc08g075030.2.1 59189511
Solyc08g075040.1.1 59204395
Solyc08g075050.1.1 59218912.5
Solyc08g075060.2.1 59225559.5
Solyc08g075070.2.1 59228988.5
Solyc08g075080.2.1 59240041.5
Solyc08g075090.2.1 59247472.5
Solyc08g075100.2.1 59259007
Solyc08g075110.1.1 59266079
Solyc08g075120.2.1 59273368.5
Solyc08g075130.1.1 59281457.5
Solyc08g075140.1.1 59296516.5
Solyc08g075150.2.1 59300236
Solyc08g075160.2.1 59308083.5
Solyc08g075180.1.1 59320159.5
Solyc08g075190.1.1 59322721.5
Solyc08g075200.1.1 59324700.5
Solyc08g075210.1.1 59332458
Solyc08g075220.2.1 59334295.5
Solyc08g075230.1.1 59349559
Solyc08g075240.2.1 59373820
Solyc08g075250.1.1 59378790
Solyc08g075260.1.1 59379403.5
Solyc08g075270.1.1 59379956.5
Solyc08g075280.2.1 59382391
Solyc08g075290.1.1 59386878.5
Solyc08g075300.2.1 59392765
Solyc08g075310.2.1 59411772
Solyc08g075320.2.1 59430537.5
Solyc08g075330.1.1 59460339
Solyc08g075340.2.1 59472005.5
Solyc08g075350.1.1 59479210.5
Solyc08g075360.1.1 59503012.5
Solyc08g075370.2.1 59509129
Solyc08g075380.2.1 59517251
Solyc08g075390.2.1 59531622
Solyc08g075400.2.1 59544135.5
Solyc08g075410.2.1 59548984.5
Solyc08g075420.2.1 59553398.5
Solyc08g075430.2.1 59565756.5
Solyc08g075440.2.1 59592440.5
Solyc08g075450.2.1 59604006
Solyc08g075460.2.1 59614447
Solyc08g075470.2.1 59622919.5
Solyc08g075480.2.1 59628088
Solyc08g075490.2.1 59645207.5
Solyc08g075500.2.1 59658618.5
Solyc08g075510.2.1 59663227.5
Solyc08g075520.2.1 59674446.5
Solyc08g075530.2.1 59700475
Solyc08g075540.2.1 59712701
Solyc08g075550.2.1 59717328.5
Solyc08g075560.1.1 59728474.5
Solyc08g075570.2.1 59736196.5
Solyc08g075580.1.1 59738538.5
Solyc08g075590.1.1 59742056.5
Solyc08g075600.1.1 59751030
Solyc08g075610.1.1 59757480
Solyc08g075620.1.1 59764515
Solyc08g075630.2.1 59767922.5
Solyc08g075640.2.1 59778765
Solyc08g075650.2.1 59795935
Solyc08g075660.1.1 59801172.5
Solyc08g075670.1.1 59802584
Solyc08g075680.2.1 59817540.5
Solyc08g075690.2.1 59821667.5
Solyc08g075700.2.1 59825038.5
Solyc08g075710.2.1 59842110
Solyc08g075720.1.1 59846530
Solyc08g075730.2.1 59855004
Solyc08g075740.1.1 59865416.5
Solyc08g075750.2.1 59871501
Solyc08g075760.2.1 59880732.5
Solyc08g075770.2.1 59888568
Solyc08g075780.2.1 59895769.5
Solyc08g075790.2.1 59898207
Solyc08g075800.1.1 59906607
Solyc08g075810.2.1 59910461.5
Solyc08g075820.2.1 59916095
Solyc08g075830.2.1 59921624.5
Solyc08g075840.2.1 59925437
Solyc08g075850.2.1 59930265
Solyc08g075860.2.1 59936850.5
Solyc08g075870.2.1 59962987
Solyc08g075880.2.1 59967996.5
Solyc08g075890.2.1 59981609
Solyc08g075900.1.1 59985154.5
Solyc08g075910.1.1 59988751.5
Solyc08g075920.2.1 59992334.5
Solyc08g075930.2.1 60009289.5
Solyc08g075940.2.1 60016763.5
Solyc08g075950.1.1 60030474.5
Solyc08g075960.2.1 60042351.5
Solyc08g075970.2.1 60050632.5
Solyc08g075980.1.1 60055955.5
Solyc08g075990.2.1 60060022
Solyc08g076000.2.1 60064920.5
Solyc08g076010.2.1 60068971
Solyc08g076020.2.1 60077620.5
Solyc08g076030.2.1 60090781
Solyc08g076040.1.1 60105919.5
Solyc08g076050.2.1 60110362.5
Solyc08g076060.2.1 60114127
Solyc08g076070.1.1 60126989
Solyc08g076080.2.1 60130001
Solyc08g076090.2.1 60136050.5
Solyc08g076100.2.1 60143833
Solyc08g076110.2.1 60150789.5
Solyc08g076120.2.1 60153886.5
Solyc08g076130.2.1 60163680.5
Solyc08g076140.2.1 60171573
Solyc08g076150.2.1 60176607
Solyc08g076160.2.1 60191227.5
Solyc08g076170.1.1 60199500
Solyc08g076180.2.1 60202628
Solyc08g076190.2.1 60212260.5
Solyc08g076200.2.1 60221064.5
Solyc08g076210.2.1 60233633.5
Solyc08g076220.2.1 60242288
Solyc08g076230.1.1 60245436.5
Solyc08g076250.1.1 60253287.5
Solyc08g076290.2.1 60261327.5
Solyc08g076300.2.1 60266199.5
Solyc08g076310.2.1 60275675.5
Solyc08g076320.2.1 60289036
Solyc08g076330.1.1 60293781
Solyc08g076340.2.1 60308076
Solyc08g076350.2.1 60313899
Solyc08g076360.2.1 60333425.5
Solyc08g076370.2.1 60350415
Solyc08g076380.1.1 60356689.5
Solyc08g076390.2.1 60403064.5
Solyc08g076400.2.1 60418213
Solyc08g076410.2.1 60426208
Solyc08g076420.2.1 60433318
Solyc08g076430.2.1 60443395
Solyc08g076440.2.1 60449899.5
Solyc08g076450.2.1 60458181
Solyc08g076460.2.1 60467905.5
Solyc08g076470.2.1 60480014
Solyc08g076480.2.1 60489134
Solyc08g076490.2.1 60495994.5
Solyc08g076500.2.1 60500253
Solyc08g076510.2.1 60502303
Solyc08g076520.2.1 60507386
Solyc08g076530.2.1 60517106
Solyc08g076540.2.1 60527440
Solyc08g076550.1.1 60532508
Solyc08g076560.1.1 60534133.5
Solyc08g076570.2.1 60537362.5
Solyc08g076580.2.1 60541496
Solyc08g076590.2.1 60546387.5
Solyc08g076610.2.1 60555531.5
Solyc08g076620.1.1 60560964
Solyc08g076630.1.1 60564660
Solyc08g076640.1.1 60571509.5
Solyc08g076650.2.1 60587917.5
Solyc08g076660.2.1 60596765.5
Solyc08g076670.2.1 60601529
Solyc08g076680.1.1 60611523
Solyc08g076690.1.1 60634485.5
Solyc08g076700.1.1 60639475
Solyc08g076710.2.1 60652751
Solyc08g076720.2.1 60665944.5
Solyc08g076730.2.1 60682582
Solyc08g076740.2.1 60691101
Solyc08g076760.1.1 60696895
Solyc08g076770.2.1 60699398.5
Solyc08g076780.1.1 60703629.5
Solyc08g076790.2.1 60706421.5
Solyc08g076800.2.1 60709056
Solyc08g076810.2.1 60717218
Solyc08g076820.2.1 60732097
Solyc08g076830.1.1 60739722.5
Solyc08g076840.2.1 60743891.5
Solyc08g076850.2.1 60748120
Solyc08g076860.2.1 60769749.5
Solyc08g076870.1.1 60794092.5
Solyc08g076880.2.1 60811688
Solyc08g076890.2.1 60822614
Solyc08g076900.2.1 60828369
Solyc08g076910.2.1 60834234.5
Solyc08g076920.2.1 60840671
Solyc08g076930.1.1 60870904.5
Solyc08g076940.1.1 60877486
Solyc08g076950.2.1 60888623
Solyc08g076960.1.1 60902413.5
Solyc08g076970.2.1 60913525.5
Solyc08g076980.2.1 60923072
Solyc08g076990.2.1 60933951
Solyc08g077000.1.1 60945031
Solyc08g077010.1.1 60962237
Solyc08g077020.1.1 60967671.5
Solyc08g077030.2.1 60974103.5
Solyc08g077040.2.1 60984209
Solyc08g077050.2.1 60991254.5
Solyc08g077060.2.1 60998025.5
Solyc08g077070.2.1 61002438.5
Solyc08g077080.1.1 61012166.5
Solyc08g077090.2.1 61021014.5
Solyc08g077100.2.1 61027125
Solyc08g077110.2.1 61035763
Solyc08g077120.2.1 61046061
Solyc08g077130.2.1 61046879.5
Solyc08g077140.1.1 61047315
Solyc08g077150.2.1 61051282.5
Solyc08g077160.1.1 61067277.5
Solyc08g077170.2.1 61084835
Solyc08g077180.2.1 61091605
Solyc08g077190.1.1 61096708.5
Solyc08g077200.2.1 61104690
Solyc08g077210.2.1 61111075
Solyc08g077220.2.1 61133123
Solyc08g077230.2.1 61144108
Solyc08g077240.2.1 61168896
Solyc08g077250.2.1 61178457.5
Solyc08g077260.2.1 61185576.5
Solyc08g077270.2.1 61190419
Solyc08g077280.1.1 61195529
Solyc08g077290.1.1 61198918.5
Solyc08g077300.2.1 61204210.5
Solyc08g077310.2.1 61214689.5
Solyc08g077320.1.1 61221409.5
Solyc08g077330.2.1 61224289.5
Solyc08g077340.2.1 61233197.5
Solyc08g077350.2.1 61238063
Solyc08g077360.2.1 61243115
Solyc08g077370.2.1 61250790
Solyc08g077380.2.1 61257269
Solyc08g077400.1.1 61272672.5
Solyc08g077410.2.1 61274691
Solyc08g077420.2.1 61283329
Solyc08g077430.2.1 61314671
Solyc08g077440.2.1 61331610.5
Solyc08g077450.2.1 61354305
Solyc08g077460.2.1 61380705.5
Solyc08g077470.2.1 61396206.5
Solyc08g077480.2.1 61434544
Solyc08g077490.1.1 61448776
Solyc08g077500.2.1 61477722
Solyc08g077510.2.1 61501755.5
Solyc08g077520.2.1 61508490
Solyc08g077530.2.1 61519957
Solyc08g077540.1.1 61524798.5
Solyc08g077550.2.1 61532309
Solyc08g077560.2.1 61543818.5
Solyc08g077570.1.1 61551147
Solyc08g077580.1.1 61552286.5
Solyc08g077590.1.1 61555705
Solyc08g077600.1.1 61557341
Solyc08g077610.1.1 61566583.5
Solyc08g077620.1.1 61569361.5
Solyc08g077630.2.1 61572375
Solyc08g077640.1.1 61578063.5
Solyc08g077650.1.1 61578554
Solyc08g077660.1.1 61579140
Solyc08g077670.1.1 61580143
Solyc08g077680.2.1 61586543.5
Solyc08g077690.2.1 61600228.5
Solyc08g077700.2.1 61609764.5
Solyc08g077710.2.1 61618301.5
Solyc08g077720.2.1 61620920.5
Solyc08g077730.2.1 61624998.5
Solyc08g077740.1.1 61641543
Solyc08g077750.2.1 61647463
Solyc08g077760.2.1 61659650
Solyc08g077770.2.1 61676005.5
Solyc08g077780.2.1 61693546
Solyc08g077790.2.1 61705048.5
Solyc08g077800.2.1 61711369.5
Solyc08g077810.1.1 61724988
Solyc08g077820.2.1 61728079.5
Solyc08g077830.1.1 61740675
Solyc08g077840.2.1 61744521.5
Solyc08g077850.1.1 61762751
Solyc08g077860.2.1 61780675.5
Solyc08g077870.2.1 61783458
Solyc08g077880.2.1 61789802
Solyc08g077890.2.1 61797813.5
Solyc08g077900.2.1 61806920
Solyc08g077910.2.1 61813913.5
Solyc08g077920.2.1 61818515
Solyc08g077930.2.1 61826011.5
Solyc08g077940.1.1 61832016.5
Solyc08g077950.1.1 61841520.5
Solyc08g077960.2.1 61846080
Solyc08g077970.2.1 61865873
Solyc08g077980.2.1 61869192.5
Solyc08g077990.2.1 61874719
Solyc08g078000.2.1 61881844
Solyc08g078010.2.1 61887894
Solyc08g078020.1.1 61896103
Solyc08g078030.2.1 61904348.5
Solyc08g078040.2.1 61910369.5
Solyc08g078050.1.1 61912004.5
Solyc08g078060.2.1 61913281.5
Solyc08g078070.2.1 61920145
Solyc08g078080.2.1 61923008.5
Solyc08g078090.1.1 61929215
Solyc08g078100.1.1 61951511
Solyc08g078110.1.1 61954151.5
Solyc08g078120.1.1 61956660
Solyc08g078130.2.1 61966868.5
Solyc08g078140.2.1 61972455.5
Solyc08g078150.1.1 61977531
Solyc08g078160.2.1 61984949
Solyc08g078170.1.1 61997387.5
Solyc08g078180.1.1 62011006
Solyc08g078190.1.1 62026939
Solyc08g078200.1.1 62037414
Solyc08g078210.2.1 62044456
Solyc08g078220.2.1 62057466
Solyc08g078230.2.1 62065059
Solyc08g078240.2.1 62071171.5
Solyc08g078250.2.1 62078544
Solyc08g078260.1.1 62084945
Solyc08g078270.2.1 62088806
Solyc08g078280.1.1 62093334
Solyc08g078290.1.1 62097942
Solyc08g078300.2.1 62102756
Solyc08g078310.2.1 62126776
Solyc08g078320.2.1 62134569.5
Solyc08g078330.2.1 62143675.5
Solyc08g078340.2.1 62157591.5
Solyc08g078350.1.1 62170656.5
Solyc08g078360.1.1 62186483
Solyc08g078370.2.1 62197102
Solyc08g078380.2.1 62201948
Solyc08g078390.2.1 62209245.5
Solyc08g078400.2.1 62216499.5
Solyc08g078410.1.1 62222414.5
Solyc08g078420.1.1 62230718.5
Solyc08g078430.2.1 62242158
Solyc08g078440.2.1 62250331
Solyc08g078450.2.1 62254980.5
Solyc08g078460.2.1 62263173.5
Solyc08g078470.2.1 62266913
Solyc08g078480.2.1 62270442
Solyc08g078490.2.1 62276406.5
Solyc08g078500.2.1 62280818.5
Solyc08g078510.2.1 62289963
Solyc08g078520.2.1 62298873.5
Solyc08g078530.2.1 62316814.5
Solyc08g078540.2.1 62329083
Solyc08g078550.1.1 62346372
Solyc08g078560.2.1 62349720
Solyc08g078570.1.1 62354567
Solyc08g078580.1.1 62359877
Solyc08g078590.1.1 62366813.5
Solyc08g078600.2.1 62375350.5
Solyc08g078610.2.1 62382206
Solyc08g078620.1.1 62387845.5
Solyc08g078630.2.1 62392777
Solyc08g078640.1.1 62402556
Solyc08g078650.2.1 62411711
Solyc08g078660.2.1 62432214.5
Solyc08g078670.2.1 62450794
Solyc08g078680.2.1 62461578
Solyc08g078690.2.1 62466862.5
Solyc08g078700.2.1 62470458
Solyc08g078710.1.1 62473325.5
Solyc08g078720.2.1 62476149
Solyc08g078730.2.1 62478166.5
Solyc08g078740.1.1 62482834
Solyc08g078750.2.1 62488190
Solyc08g078760.1.1 62494161
Solyc08g078770.1.1 62498190.5
Solyc08g078780.2.1 62502416.5
Solyc08g078790.1.1 62509446.5
Solyc08g078800.1.1 62517953
Solyc08g078810.1.1 62519150.5
Solyc08g078820.2.1 62533673.5
Solyc08g078830.1.1 62540158
Solyc08g078840.2.1 62542767
Solyc08g078850.2.1 62551045
Solyc08g078860.2.1 62555470.5
Solyc08g078870.1.1 62562689
Solyc08g078880.2.1 62567485
Solyc08g078890.1.1 62572338
Solyc08g078900.1.1 62576073
Solyc08g078910.1.1 62579589.5
Solyc08g078920.1.1 62583909
Solyc08g078930.1.1 62586181.5
Solyc08g078940.1.1 62591727.5
Solyc08g078950.2.1 62613579.5
Solyc08g078960.2.1 62622410
Solyc08g078970.1.1 62627239
Solyc08g078980.1.1 62646096
Solyc08g078990.1.1 62651550.5
Solyc08g079000.2.1 62662102.5
Solyc08g079010.1.1 62662572
Solyc08g079020.2.1 62667454.5
Solyc08g079030.2.1 62680959.5
Solyc08g079040.1.1 62687564.5
Solyc08g079050.1.1 62692867.5
Solyc08g079060.2.1 62711896.5
Solyc08g079070.2.1 62717547
Solyc08g079080.2.1 62724654.5
Solyc08g079090.2.1 62737781.5
Solyc08g079100.2.1 62744362
Solyc08g079110.2.1 62755232
Solyc08g079120.1.1 62762030
Solyc08g079130.1.1 62786723
Solyc08g079140.1.1 62789654
Solyc08g079150.1.1 62796544
Solyc08g079160.2.1 62800198.5
Solyc08g079170.2.1 62807397.5
Solyc08g079180.2.1 62813639
Solyc08g079190.1.1 62820338
Solyc08g079200.1.1 62823465.5
Solyc08g079210.1.1 62827625.5
Solyc08g079220.1.1 62839529.5
Solyc08g079230.1.1 62846110
Solyc08g079240.2.1 62856632.5
Solyc08g079250.2.1 62863694.5
Solyc08g079260.2.1 62869358.5
Solyc08g079270.2.1 62880534.5
Solyc08g079280.2.1 62888393.5
Solyc08g079300.2.1 62894479
Solyc08g079310.2.1 62902732
Solyc08g079330.1.1 62908163
Solyc08g083410.1.1 62914366.5
Solyc08g083520.1.1 62918098.5
Solyc08g079350.1.1 62921953.5
Solyc08g079370.1.1 62933327.5
Solyc08g083510.1.1 62938687
Solyc08g083500.1.1 62942757.5
Solyc08g079420.2.1 62953696
Solyc08g079430.2.1 62956610.5
Solyc08g079440.1.1 62964656.5
Solyc08g079450.2.1 62971793.5
Solyc08g079460.2.1 62984159
Solyc08g079470.2.1 62989571
Solyc08g079480.2.1 62998953.5
Solyc08g079490.2.1 63002500
Solyc08g079500.2.1 63006208
Solyc08g079510.2.1 63018834
Solyc08g079520.2.1 63031985
Solyc08g079530.2.1 63042236
Solyc08g079540.2.1 63053404
Solyc08g079550.1.1 63055805.5
Solyc08g079560.1.1 63063581.5
Solyc08g079570.2.1 63070886.5
Solyc08g079580.1.1 63090654
Solyc08g079590.1.1 63097150.5
Solyc08g079600.2.1 63099926.5
Solyc08g079610.2.1 63102568
Solyc08g079620.2.1 63105826.5
Solyc08g079630.2.1 63112106
Solyc08g079640.1.1 63119471.5
Solyc08g079650.2.1 63133866
Solyc08g079660.2.1 63150467
Solyc08g079670.2.1 63155250
Solyc08g079680.2.1 63163396
Solyc08g079690.2.1 63168851.5
Solyc08g079700.1.1 63178128.5
Solyc08g079710.2.1 63192544.5
Solyc08g079720.2.1 63203636.5
Solyc08g079730.1.1 63219119
Solyc08g079740.2.1 63233685
Solyc08g079750.2.1 63237594
Solyc08g079760.2.1 63248634
Solyc08g079770.2.1 63253137.5
Solyc08g079780.1.1 63256651.5
Solyc08g079790.1.1 63260036
Solyc08g079800.2.1 63263161
Solyc08g079810.2.1 63267576
Solyc08g079820.2.1 63273644.5
Solyc08g079830.2.1 63277002.5
Solyc08g079840.1.1 63284578.5
Solyc08g079850.1.1 63289780.5
Solyc08g079860.1.1 63295385.5
Solyc08g079870.1.1 63301559.5
Solyc08g079880.1.1 63315891
Solyc08g079890.1.1 63320987
Solyc08g079900.1.1 63328840
Solyc08g079910.1.1 63332563.5
Solyc08g079920.1.1 63339668
Solyc08g079930.1.1 63344732.5
Solyc08g079940.1.1 63347876
Solyc08g079950.1.1 63348593.5
Solyc08g079960.1.1 63349402.5
Solyc08g079970.1.1 63355447
Solyc08g079980.1.1 63362022
Solyc08g079990.1.1 63366511
Solyc08g080000.2.1 63372528
Solyc08g080010.1.1 63376293.5
Solyc08g080020.1.1 63379073
Solyc08g080030.2.1 63382788
Solyc08g080040.2.1 63384387
Solyc08g080050.2.1 63391706
Solyc08g080060.2.1 63397712.5
Solyc08g080070.1.1 63400873.5
Solyc08g080080.2.1 63410439
Solyc08g080090.2.1 63414752
Solyc08g080100.2.1 63426513
Solyc08g080110.2.1 63453728.5
Solyc08g080120.2.1 63465251
Solyc08g080130.2.1 63472661
Solyc08g080140.2.1 63479821
Solyc08g080150.1.1 63485558
Solyc08g080160.2.1 63490241.5
Solyc08g080170.2.1 63492801.5
Solyc08g080180.1.1 63507246.5
Solyc08g080190.2.1 63514695
Solyc08g080200.2.1 63523302.5
Solyc08g080210.2.1 63538482.5
Solyc08g080220.1.1 63543028.5
Solyc08g080230.1.1 63557978.5
Solyc08g080240.2.1 63563716.5
Solyc08g080250.2.1 63569032.5
Solyc08g080260.2.1 63574208.5
Solyc08g080270.2.1 63579869.5
Solyc08g080280.2.1 63589516.5
Solyc08g080290.2.1 63608244.5
Solyc08g080300.1.1 63616051
Solyc08g080310.1.1 63621732
Solyc08g080320.2.1 63645893
Solyc08g080330.1.1 63653113.5
Solyc08g080340.2.1 63656086.5
Solyc08g080350.1.1 63659727
Solyc08g080360.2.1 63665067.5
Solyc08g080370.2.1 63676796
Solyc08g080380.2.1 63680185.5
Solyc08g080390.2.1 63682941.5
Solyc08g080400.1.1 63685357.5
Solyc08g080410.2.1 63699440
Solyc08g080420.2.1 63708642.5
Solyc08g080430.1.1 63726989.5
Solyc08g080440.1.1 63729946.5
Solyc08g080450.1.1 63741570
Solyc08g080460.1.1 63753957.5
Solyc08g080470.2.1 63764827.5
Solyc08g080480.2.1 63770619
Solyc08g080490.2.1 63774841.5
Solyc08g080500.2.1 63779359
Solyc08g080510.2.1 63787222.5
Solyc08g080520.2.1 63801070
Solyc08g080530.1.1 63815709
Solyc08g080540.2.1 63820573.5
Solyc08g080550.1.1 63826106
Solyc08g080560.1.1 63828697
Solyc08g080570.2.1 63830691
Solyc08g080580.2.1 63837842
Solyc08g080590.2.1 63845462
Solyc08g080600.1.1 63849493.5
Solyc08g080610.1.1 63853052
Solyc08g080620.1.1 63855253
Solyc08g080630.2.1 63881185
Solyc08g080640.1.1 63882480.5
Solyc08g080650.1.1 63884793
Solyc08g080660.1.1 63888354
Solyc08g080670.1.1 63891499
Solyc08g080680.2.1 63894807.5
Solyc08g080690.2.1 63904742.5
Solyc08g080700.1.1 63926100
Solyc08g080710.1.1 63930638.5
Solyc08g080720.2.1 63934960.5
Solyc08g080730.2.1 63942068
Solyc08g080740.2.1 63947397.5
Solyc08g080750.2.1 63958635.5
Solyc08g080760.1.1 63972865.5
Solyc08g080770.2.1 63978361
Solyc08g080780.2.1 63982217.5
Solyc08g080790.1.1 64000188
Solyc08g080800.1.1 64003665.5
Solyc08g080810.1.1 64007362
Solyc08g080820.1.1 64010177
Solyc08g080830.2.1 64014450.5
Solyc08g080840.1.1 64027663
Solyc08g080850.2.1 64038591.5
Solyc08g080860.2.1 64043153.5
Solyc08g080870.2.1 64052644
Solyc08g080880.1.1 64057383
Solyc08g080890.2.1 64064023.5
Solyc08g080900.2.1 64068717.5
Solyc08g080910.2.1 64073309
Solyc08g080920.2.1 64079677.5
Solyc08g080930.1.1 64082568
Solyc08g080940.2.1 64086214.5
Solyc08g080950.1.1 64088150.5
Solyc08g080960.2.1 64091390.5
Solyc08g080970.1.1 64103160.5
Solyc08g080980.2.1 64107535
Solyc08g080990.2.1 64111943.5
Solyc08g081000.2.1 64126284.5
Solyc08g081010.2.1 64145364.5
Solyc08g081020.1.1 64157083
Solyc08g081030.1.1 64159998
Solyc08g081040.2.1 64164977
Solyc08g081050.2.1 64171833
Solyc08g081060.2.1 64182223.5
Solyc08g081070.2.1 64188334
Solyc08g081080.2.1 64196613
Solyc08g081090.1.1 64201578
Solyc08g081100.2.1 64204361.5
Solyc08g081110.2.1 64205918
Solyc08g081120.2.1 64208514.5
Solyc08g081130.2.1 64216669
Solyc08g081140.2.1 64223234
Solyc08g081150.2.1 64228475.5
Solyc08g081160.2.1 64235627
Solyc08g081170.2.1 64244932
Solyc08g081180.2.1 64253215
Solyc08g081190.2.1 64263340
Solyc08g081200.2.1 64267626
Solyc08g081210.2.1 64273082
Solyc08g081220.1.1 64280875
Solyc08g081230.1.1 64291330.5
Solyc08g081240.2.1 64295781
Solyc08g081250.2.1 64307727
Solyc08g081260.1.1 64322024.5
Solyc08g081270.2.1 64329301
Solyc08g081280.2.1 64345387
Solyc08g081290.2.1 64352414
Solyc08g081300.2.1 64365528
Solyc08g081310.2.1 64377084.5
Solyc08g081320.2.1 64387752.5
Solyc08g081330.2.1 64395958.5
Solyc08g081340.2.1 64403071
Solyc08g081350.2.1 64420035
Solyc08g081360.2.1 64424019.5
Solyc08g081370.1.1 64430594.5
Solyc08g081380.2.1 64448690.5
Solyc08g081390.2.1 64451520.5
Solyc08g081400.2.1 64470368.5
Solyc08g081410.2.1 64480891
Solyc08g081420.2.1 64491987.5
Solyc08g081430.2.1 64501047.5
Solyc08g081440.2.1 64505959
Solyc08g081450.2.1 64508731
Solyc08g081460.1.1 64514198
Solyc08g081470.2.1 64520298
Solyc08g081480.2.1 64529326
Solyc08g081490.2.1 64532642.5
Solyc08g081500.1.1 64537673
Solyc08g081520.1.1 64554594.5
Solyc08g081530.2.1 64560030
Solyc08g081540.2.1 64569199.5
Solyc08g081550.2.1 64573252.5
Solyc08g081560.1.1 64577785
Solyc08g081570.2.1 64587870.5
Solyc08g081580.2.1 64594003.5
Solyc08g081590.1.1 64598720
Solyc08g081600.1.1 64600945.5
Solyc08g081610.2.1 64608986
Solyc08g081620.2.1 64613704
Solyc08g081630.1.1 64622333
Solyc08g081640.2.1 64629010.5
Solyc08g081650.1.1 64638584
Solyc08g081660.2.1 64642432.5
Solyc08g081670.1.1 64644331.5
Solyc08g081680.1.1 64648674.5
Solyc08g081690.2.1 64676023
Solyc08g081700.1.1 64685216.5
Solyc08g081710.2.1 64696721.5
Solyc08g081720.2.1 64702635.5
Solyc08g081730.2.1 64707936
Solyc08g081740.2.1 64712589
Solyc08g081750.2.1 64720312
Solyc08g081760.1.1 64726142.5
Solyc08g081770.2.1 64738682.5
Solyc08g081780.1.1 64742574.5
Solyc08g081790.1.1 64746913.5
Solyc08g081800.1.1 64749507.5
Solyc08g081810.2.1 64752752
Solyc08g081820.2.1 64764094
Solyc08g081830.2.1 64777104.5
Solyc08g081840.2.1 64794565
Solyc08g081850.1.1 64796766
Solyc08g081860.1.1 64802122
Solyc08g081870.2.1 64803260
Solyc08g081880.1.1 64803900
Solyc08g081890.2.1 64809306.5
Solyc08g081900.2.1 64818491.5
Solyc08g081910.2.1 64825309.5
Solyc08g081920.2.1 64834285.5
Solyc08g081930.2.1 64843316
Solyc08g081940.2.1 64853243
Solyc08g081950.2.1 64859123
Solyc08g081960.1.1 64880247.5
Solyc08g081970.2.1 64891808.5
Solyc08g081980.2.1 64899194
Solyc08g081990.2.1 64905034.5
Solyc08g082000.2.1 64917900.5
Solyc08g082010.2.1 64931683
Solyc08g082020.2.1 64938107.5
Solyc08g082030.2.1 64948061
Solyc08g082040.2.1 64958049
Solyc08g082050.1.1 64963176.5
Solyc08g082060.2.1 64968093.5
Solyc08g082070.2.1 64972384
Solyc08g082080.2.1 64980294.5
Solyc08g082090.1.1 64988301.5
Solyc08g082100.2.1 64995702.5
Solyc08g082110.2.1 64999394.5
Solyc08g082120.2.1 65006736
Solyc08g082130.2.1 65010393
Solyc08g082140.1.1 65012426
Solyc08g082150.1.1 65019309
Solyc08g082160.2.1 65023801
Solyc08g082170.2.1 65033428.5
Solyc08g082180.2.1 65038949.5
Solyc08g082190.2.1 65044125
Solyc08g082200.2.1 65050467
