first second position
DMC400064971 Solyc12g019090.1.1 40822628.5
DMC400013082 Solyc08g067310.1.1 40833198.5
DMC400013055 Solyc03g005760.1.1 40837065
DMC400013081 Solyc08g067340.2.1 40844452.5
DMC400013080 Solyc08g067340.2.1 40845122
DMC400013078 Solyc08g067360.2.1 40863029
DMC400013054 Solyc08g067370.1.1 40868612
DMC400013075 Solyc08g067380.1.1 40894757.5
DMC400013070 Solyc08g067390.2.1 40900988
DMC400060386 Solyc08g005360.1.1 40910647
DMC400013069 Solyc00g014800.1.1 40915196
DMC400013053 Solyc08g067410.1.1 40945520
DMC400013068 Solyc08g067430.2.1 40983122
DMC400013050 Solyc08g067420.2.1 40980423.5
DMC400013049 Solyc08g067440.1.1 40985890.5
DMC400044293 Solyc08g075050.1.1 41050047.5
DMC400044283 Solyc08g067450.1.1 41075987
DMC400044284 Solyc08g067470.2.1 41085396
DMC400044296 Solyc08g067480.2.1 41089611
DMC400044287 Solyc08g067490.1.1 41097838
DMC400044288 Solyc08g067500.1.1 41102067.5
DMC400044289 Solyc08g067510.1.1 41110420
DMC400044290 Solyc08g067550.1.1 41113227.5
DMC400066821 Solyc08g067550.1.1 41117682
DMC400063981 Solyc08g067520.1.1 41131251
DMC400028126 Solyc08g067520.1.1 41195296.5
DMC400028125 Solyc08g067530.1.1 41198243
DMC400028128 Solyc08g067540.1.1 41209320.5
DMC400028127 Solyc12g098740.1.1 41211023
DMC400026507 Solyc08g067550.1.1 41265019.5
DMC400026506 Solyc12g017610.1.1 41268858.5
DMC400060901 Solyc12g008360.1.1 41282376
DMC400026508 Solyc03g032180.2.1 41308545.5
DMC400026504 Solyc02g055540.1.1 41312551.5
DMC400026503 Solyc12g017610.1.1 41317616.5
DMC400004035 Solyc12g017610.1.1 41381122
DMC400004043 Solyc01g099160.2.1 41391797.5
DMC400004042 Solyc08g067580.1.1 41422181.5
DMC400004034 Solyc12g017610.1.1 41426853.5
DMC400004041 Solyc08g067560.1.1 41430280.5
DMC400004033 Solyc12g017610.1.1 41434634.5
DMC400004032 Solyc08g067600.1.1 41452175
DMC400004031 Solyc08g066780.1.1 41478254.5
DMC400066628 Solyc12g098840.1.1 41488904.5
DMC400004030 Solyc06g050820.1.1 41541890.5
DMC400059108 Solyc08g066780.1.1 41562144.5
DMC400004038 Solyc08g067610.2.1 41610006.5
DMC400004040 Solyc08g067620.2.1 41629887.5
DMC400004037 Solyc08g067630.2.1 41635109.5
DMC400051762 Solyc08g067690.1.1 41760066.5
DMC400051763 Solyc07g008870.1.1 41793587
DMC400056351 Solyc03g065200.2.1 41814276.5
DMC400055489 Solyc08g067690.1.1 42116656
DMC400002290 Solyc08g067690.1.1 42143848
DMC400002293 Solyc01g095590.2.1 42164619
DMC400002291 Solyc08g067690.1.1 42169776
DMC400056108 Solyc08g067740.2.1 42226589.5
DMC400056097 Solyc12g017630.1.1 42248614
DMC400056109 Solyc08g067760.2.1 42252810
DMC400056099 Solyc08g067770.2.1 42306535.5
DMC400056100 Solyc08g083450.1.1 42313716
DMC400056101 Solyc02g077670.2.1 42322949.5
DMC400056110 Solyc08g067790.2.1 42327997.5
DMC400056119 Solyc06g008270.2.1 42366234.5
DMC400056115 Solyc08g067810.2.1 42381914
DMC400056103 Solyc08g067820.2.1 42393036.5
DMC400056116 Solyc08g067830.2.1 42398343
DMC400056118 Solyc08g067890.2.1 42491526.5
DMC400008044 Solyc08g067910.2.1 42512893.5
DMC400025516 Solyc08g067920.2.1 42549536
DMC400025517 Solyc08g067920.2.1 42551857
DMC400025551 Solyc08g067880.2.1 42560203.5
DMC400068874 Solyc05g041960.1.1 42568111.5
DMC400025552 Solyc08g067900.2.1 42585724
DMC400025555 Solyc08g067910.2.1 42594816.5
DMC400025519 Solyc08g067920.2.1 42622824.5
DMC400065516 Solyc12g088700.1.1 42632311.5
DMC400025524 Solyc08g067930.2.1 42643285
DMC400025527 Solyc08g067940.2.1 42657687.5
DMC400025528 Solyc08g067950.2.1 42664635.5
DMC400025531 Solyc08g067960.2.1 42677372
DMC400025556 Solyc08g067970.2.1 42682955.5
DMC400025533 Solyc08g067980.1.1 42713913
DMC400025534 Solyc08g067990.1.1 42727126
DMC400025557 Solyc08g068000.1.1 42733689.5
DMC400025535 Solyc08g068050.2.1 42825388.5
DMC400025536 Solyc08g068060.2.1 42835486.5
DMC400025538 Solyc08g068070.2.1 42842202
DMC400025563 Solyc08g068100.2.1 42860515
DMC400025539 Solyc08g068110.1.1 42880823.5
DMC400025540 Solyc08g068110.1.1 42896914.5
DMC400069178 Solyc08g068130.1.1 42928212.5
DMC400064864 Solyc08g068130.1.1 42934833
DMC400056499 Solyc08g068140.2.1 42946657.5
DMC400025570 Solyc08g068150.2.1 42988837
DMC400025582 Solyc01g107390.2.1 42997090.5
DMC400025571 Solyc08g068160.1.1 43039891.5
DMC400025572 Solyc08g068170.1.1 43073614
DMC400025542 Solyc08g068190.2.1 43087424.5
DMC400025573 Solyc08g068200.2.1 43094259
DMC400025543 Solyc08g068210.2.1 43109188
DMC400025547 Solyc08g068220.2.1 43118949.5
DMC400025576 Solyc08g068230.2.1 43123311
DMC400063376 Solyc08g068240.1.1 43139403
DMC400025579 Solyc08g068250.2.1 43146595.5
DMC400025577 Solyc08g068260.1.1 43151076.5
DMC400025580 Solyc08g068270.2.1 43154835
DMC400025549 Solyc08g068280.1.1 43162797.5
DMC400025550 Solyc03g117040.2.1 43178832
DMC400019148 Solyc07g053760.2.1 43247416.5
DMC400019161 Solyc12g015770.1.1 43250170.5
DMC400019149 Solyc08g068280.1.1 43267232
DMC400019155 Solyc01g111450.2.1 43272766
DMC400019151 Solyc08g068290.2.1 43302390
DMC400019152 Solyc08g068300.2.1 43312950.5
DMC400019153 Solyc04g076790.2.1 43322125.5
DMC400019154 Solyc08g068310.2.1 43332393
DMC400019162 Solyc06g073820.1.1 43337527
DMC400019158 Solyc08g068330.2.1 43354855.5
DMC400019159 Solyc08g068340.2.1 43364378.5
DMC400019160 Solyc08g068350.2.1 43372290.5
DMC400046613 Solyc08g068380.2.1 43443346.5
DMC400046619 Solyc10g049320.1.1 43464655.5
DMC400046620 Solyc07g015770.1.1 43465418
DMC400046615 Solyc01g006880.2.1 43468545
DMC400046621 Solyc08g075700.2.1 43468816
DMC400046617 Solyc08g068380.2.1 43484179
DMC400006960 Solyc08g068380.2.1 43554685.5
DMC400006958 Solyc08g068390.2.1 43590607.5
DMC400006956 Solyc03g120840.1.1 43601895.5
DMC400006898 Solyc05g010650.2.1 43609682.5
DMC400009690 Solyc08g068390.2.1 43710631
DMC400009683 Solyc08g068400.2.1 43716571.5
DMC400009689 Solyc08g068410.1.1 43723756
DMC400009681 Solyc08g068420.2.1 43762040
DMC400050614 Solyc08g068570.2.1 43893077.5
DMC400050611 Solyc08g068580.2.1 43901323
DMC400050607 Solyc08g068590.2.1 43913242
DMC400050616 Solyc02g077290.1.1 43932646
DMC400050613 Solyc08g068610.2.1 43966160
DMC400050606 Solyc08g068610.2.1 44002125
DMC400061713 Solyc10g012440.1.1 44011597.5
DMC400026007 Solyc08g068600.2.1 44085552
DMC400026005 Solyc08g068690.1.1 44095824
DMC400026004 Solyc08g068710.1.1 44101827.5
DMC400026003 Solyc08g068700.1.1 44123209.5
DMC400026001 Solyc08g068690.1.1 44164546.5
DMC400026000 Solyc08g068720.1.1 44173229
DMC400025999 Solyc08g068730.1.1 44177538.5
DMC400025998 Solyc08g068730.1.1 44181769.5
DMC400026022 Solyc01g099620.2.1 44188036
DMC400025997 Solyc08g068780.1.1 44196030.5
DMC400026019 Solyc05g041890.1.1 44210731
DMC400026018 Solyc08g068810.2.1 44233560.5
DMC400062859 Solyc11g005090.1.1 44239748
DMC400026014 Solyc08g068830.2.1 44244432.5
DMC400025994 Solyc08g068840.2.1 44249729.5
DMC400025992 Solyc08g068860.2.1 44286779
DMC400025990 Solyc08g068870.2.1 44297681
DMC400025989 Solyc08g068880.1.1 44314037.5
DMC400025988 Solyc08g068920.2.1 44325850.5
DMC400026011 Solyc07g025200.1.1 44346290.5
DMC400026009 Solyc06g053330.2.1 44386355.5
DMC400025980 Solyc07g056610.1.1 44423201
DMC400051504 Solyc07g056610.1.1 44507604.5
DMC400051430 Solyc05g032700.2.1 44514105.5
DMC400067889 Solyc12g013680.1.1 44540594
DMC400059793 Solyc07g066500.1.1 44570185
DMC400068504 Solyc08g060910.1.1 44597524
DMC400051431 Solyc02g089480.1.1 44691155.5
DMC400051432 Solyc08g068960.2.1 44702672.5
DMC400057909 Solyc08g068970.2.1 44735408.5
DMC400051506 Solyc08g068990.1.1 44742825
DMC400051507 Solyc08g069000.2.1 44749794.5
DMC400051508 Solyc08g069020.1.1 44775422.5
DMC400051437 Solyc08g006460.2.1 44782430.5
DMC400051438 Solyc08g069030.2.1 44794738
DMC400051440 Solyc08g069040.2.1 44804717
DMC400051510 Solyc08g069050.2.1 44811575
DMC400051441 Solyc08g069060.2.1 44822135
DMC400068568 Solyc08g069070.1.1 44825447.5
DMC400060362 Solyc08g069070.1.1 44826014.5
DMC400064081 Solyc08g069070.1.1 44829371
DMC400051445 Solyc08g069090.1.1 44835805.5
DMC400051511 Solyc08g069090.1.1 44845343.5
DMC400051446 Solyc08g069100.1.1 44853987
DMC400051447 Solyc08g069110.2.1 44861536.5
DMC400051450 Solyc08g069120.2.1 44886789
DMC400051454 Solyc08g069140.2.1 44909953
DMC400051455 Solyc08g069160.2.1 44916738
DMC400051459 Solyc08g069170.1.1 44927685.5
DMC400051460 Solyc08g069170.1.1 44935661
DMC400051461 Solyc08g069210.1.1 44973218
DMC400051521 Solyc10g008600.2.1 44976554
DMC400051472 Solyc08g069210.1.1 44983508.5
DMC400051519 Solyc08g069230.2.1 44986647
DMC400051468 Solyc00g011890.2.1 44995960.5
DMC400051469 Solyc00g011890.2.1 44998235
DMC400051466 Solyc00g011890.2.1 45005280.5
DMC400051522 Solyc00g011880.2.1 45008744
DMC400051475 Solyc08g074240.2.1 45035415.5
DMC400065041 Solyc08g074250.1.1 45040247.5
DMC400051523 Solyc08g074250.1.1 45049629.5
DMC400051561 Solyc08g075630.2.1 45062716.5
DMC400051524 Solyc03g078490.2.1 45070028.5
DMC400051525 Solyc08g075640.2.1 45079571
DMC400051562 Solyc08g075630.2.1 45080584
DMC400051526 Solyc08g076000.2.1 45111191.5
DMC400051479 Solyc08g074260.2.1 45117923.5
DMC400051529 Solyc08g074270.2.1 45121378.5
DMC400051533 Solyc08g074280.2.1 45128466
DMC400051480 Solyc08g074290.2.1 45155865.5
DMC400051536 Solyc08g074300.2.1 45164407
DMC400051537 Solyc00g173430.1.1 45180665.5
DMC400051539 Solyc04g076720.1.1 45202027.5
DMC400051540 Solyc08g074360.2.1 45212519.5
DMC400051538 Solyc08g074380.1.1 45233277
DMC400051543 Solyc08g074390.2.1 45238948
DMC400051483 Solyc08g074400.1.1 45250793.5
DMC400051544 Solyc08g074880.1.1 45254698
DMC400051484 Solyc08g074410.2.1 45266724.5
DMC400051487 Solyc08g074420.2.1 45286462.5
DMC400051488 Solyc08g074440.2.1 45293696.5
DMC400051492 Solyc12g005440.1.1 45296343.5
DMC400051548 Solyc08g074450.2.1 45300475
DMC400051546 Solyc08g074450.2.1 45301522.5
DMC400051493 Solyc08g074460.1.1 45308923
DMC400051494 Solyc08g074480.1.1 45320323
DMC400067689 Solyc07g041400.2.1 45328097.5
DMC400051495 Solyc08g074490.2.1 45348020
DMC400051550 Solyc08g074500.2.1 45356786.5
DMC400051496 Solyc08g074550.2.1 45404503.5
DMC400051498 Solyc06g033920.1.1 45425169.5
DMC400051500 Solyc08g074570.1.1 45449078
DMC400051560 Solyc08g074610.1.1 45541735
DMC400051501 Solyc10g045300.1.1 45562598.5
DMC400051502 Solyc08g074620.1.1 45631844.5
DMC400056866 Solyc04g025900.1.1 45670257
DMC400051503 Solyc08g074640.1.1 45676937
DMC400032956 Solyc07g041030.1.1 45771413
DMC400032961 Solyc08g074650.2.1 45779450
DMC400032955 Solyc08g074650.2.1 45793945
DMC400032960 Solyc08g074640.1.1 45806732
DMC400032953 Solyc08g074640.1.1 45807881
DMC400032962 Solyc08g074650.2.1 45841959.5
DMC400032959 Solyc08g074660.1.1 45857369
DMC400032957 Solyc08g074670.2.1 45865116
DMC400032952 Solyc08g074680.2.1 45869840.5
DMC400032951 Solyc08g074680.2.1 45874234.5
DMC400032949 Solyc08g074680.2.1 45889346
DMC400032948 Solyc08g074690.2.1 45906125
DMC400058778 Solyc08g080950.1.1 45931151
DMC400052367 Solyc08g074730.1.1 45940438
DMC400052366 Solyc08g074740.2.1 45954571
DMC400052364 Solyc08g074750.2.1 45964298.5
DMC400052377 Solyc08g074760.2.1 45990154
DMC400052363 Solyc08g074870.1.1 45992551.5
DMC400052362 Solyc08g074780.2.1 46007532.5
DMC400052375 Solyc08g074790.2.1 46018266
DMC400052374 Solyc08g074830.2.1 46021152
DMC400052373 Solyc08g074830.2.1 46026287
DMC400052379 Solyc07g006430.1.1 46036407
DMC400061240 Solyc08g041670.1.1 46046170.5
DMC400064106 Solyc01g103900.2.1 46052816.5
DMC400052368 Solyc08g074830.2.1 46068795
DMC400060297 Solyc08g074860.1.1 46129779
DMC400027535 Solyc08g074860.1.1 46131214
DMC400064237 Solyc08g074830.2.1 46149103.5
DMC400027541 Solyc08g074830.2.1 46156290
DMC400060586 Solyc01g090780.2.1 46160430.5
DMC400060084 Solyc08g074860.1.1 46172014.5
DMC400027542 Solyc08g074870.1.1 46207922
DMC400027543 Solyc08g074880.1.1 46223501.5
DMC400063783 Solyc08g074890.2.1 46232804
DMC400027546 Solyc08g041670.1.1 46242325.5
DMC400059169 Solyc08g074920.1.1 46248502
DMC400067601 Solyc08g074940.2.1 46255851
DMC400027556 Solyc08g074940.2.1 46259050.5
DMC400027547 Solyc08g074980.2.1 46279198.5
DMC400027548 Solyc08g074970.1.1 46284280
DMC400027549 Solyc08g074970.1.1 46316797
DMC400027572 Solyc10g081020.1.1 46358148.5
DMC400027562 Solyc08g075010.2.1 46361636.5
DMC400027564 Solyc03g044300.2.1 46371250.5
DMC400027551 Solyc08g075020.2.1 46388307.5
DMC400027574 Solyc06g033980.2.1 46528176.5
DMC400027575 Solyc10g047880.1.1 46531379
DMC400036187 Solyc08g075100.2.1 46656470.5
DMC400036196 Solyc08g075030.2.1 46674145
DMC400036195 Solyc08g075050.1.1 46675554
DMC400058645 Solyc08g075060.2.1 46748866.5
DMC400036182 Solyc08g075070.2.1 46752735
DMC400036194 Solyc08g075080.2.1 46762930.5
DMC400036181 Solyc08g075090.2.1 46770436
DMC400036180 Solyc08g075110.1.1 46773781.5
DMC400036192 Solyc08g075100.2.1 46782578.5
DMC400066978 Solyc08g075110.1.1 46799848.5
DMC400036179 Solyc08g075120.2.1 46808868.5
DMC400036175 Solyc08g075150.2.1 46856354
DMC400057844 Solyc08g061280.1.1 46862685.5
DMC400036191 Solyc08g075160.2.1 46874903.5
DMC400036173 Solyc02g082070.2.1 46880106
DMC400003484 Solyc08g005710.2.1 46919828.5
DMC400003485 Solyc04g028500.1.1 46935411.5
DMC400062453 Solyc08g075210.1.1 46951570
DMC400003487 Solyc08g075230.1.1 46985110
DMC400003545 Solyc08g075240.2.1 47020036
DMC400003499 Solyc08g075290.1.1 47042910.5
DMC400003502 Solyc08g075310.2.1 47094830
DMC400003519 Solyc08g075320.2.1 47111999.5
DMC400065003 Solyc08g075330.1.1 47157863.5
DMC400003505 Solyc08g075350.1.1 47177370
DMC400003522 Solyc08g075370.2.1 47201682
DMC400003523 Solyc08g005600.2.1 47205069.5
DMC400003524 Solyc08g075380.2.1 47210168
DMC400003527 Solyc08g075400.2.1 47239913.5
DMC400067348 Solyc08g075400.2.1 47240932
DMC400003531 Solyc08g075430.2.1 47266345.5
DMC400003546 Solyc05g016120.1.1 47270225.5
DMC400003509 Solyc08g075440.2.1 47316225
DMC400003516 Solyc08g075470.2.1 47354921
DMC400003536 Solyc08g075480.2.1 47361274
DMC400003533 Solyc08g075480.2.1 47361274
DMC400003539 Solyc08g075490.2.1 47377154.5
DMC400003543 Solyc08g075510.2.1 47398420.5
DMC400003547 Solyc07g038000.1.1 47403408
DMC400013471 Solyc08g075540.2.1 47498482.5
DMC400013470 Solyc08g075550.2.1 47504735
DMC400013477 Solyc08g075570.2.1 47516224.5
DMC400013475 Solyc08g075570.2.1 47517587
DMC400013469 Solyc08g075580.1.1 47519601
DMC400013468 Solyc08g075590.1.1 47522140
DMC400013466 Solyc08g075600.1.1 47534582
DMC400013465 Solyc08g075610.1.1 47542225.5
DMC400013463 Solyc08g076000.2.1 47547982.5
DMC400013462 Solyc08g075630.2.1 47549902.5
DMC400006142 Solyc05g053750.1.1 47569966.5
DMC400006140 Solyc08g075630.2.1 47585942.5
DMC400006138 Solyc08g075630.2.1 47606463
DMC400006137 Solyc08g075640.2.1 47613550
DMC400029832 Solyc08g076000.2.1 47618178.5
DMC400029838 Solyc08g075630.2.1 47625423.5
DMC400057571 Solyc08g075640.2.1 47721715.5
DMC400065902 Solyc08g075620.1.1 47724241.5
DMC400061652 Solyc08g075600.1.1 47725920
DMC400034399 Solyc08g075640.2.1 47730643.5
DMC400034400 Solyc08g075630.2.1 47747868
DMC400034404 Solyc08g075630.2.1 47762566
DMC400034405 Solyc08g075630.2.1 47783547.5
DMC400063765 Solyc08g075590.1.1 47787981
DMC400034394 Solyc08g075640.2.1 47806742.5
DMC400034395 Solyc08g075630.2.1 47808994.5
DMC400034396 Solyc08g075610.1.1 47819132
DMC400034397 Solyc08g075600.1.1 47826856
DMC400038066 Solyc08g075630.2.1 47844264.5
DMC400038074 Solyc08g075610.1.1 47848889
DMC400038067 Solyc08g075610.1.1 47852320
DMC400038069 Solyc08g075600.1.1 47861216.5
DMC400038070 Solyc08g075590.1.1 47870718.5
DMC400038073 Solyc08g075640.2.1 47894893.5
DMC400038072 Solyc08g075650.2.1 47910622
DMC400053770 Solyc08g075650.2.1 47998896
DMC400053769 Solyc08g075670.1.1 48004883.5
DMC400053738 Solyc08g075680.2.1 48018912.5
DMC400053771 Solyc08g075690.2.1 48024810.5
DMC400053772 Solyc08g075700.2.1 48030664
DMC400053774 Solyc08g075720.1.1 48052406
DMC400053775 Solyc08g075730.2.1 48059033.5
DMC400065531 Solyc12g077400.1.1 48074761
DMC400053745 Solyc08g075750.2.1 48088212
DMC400053746 Solyc08g075760.2.1 48099414.5
DMC400053777 Solyc08g075770.2.1 48106859
DMC400053748 Solyc08g075780.2.1 48118631.5
DMC400053779 Solyc08g075790.2.1 48121103.5
DMC400053749 Solyc08g075800.1.1 48128297.5
DMC400053750 Solyc08g076000.2.1 48133668
DMC400053751 Solyc08g075640.2.1 48140813
DMC400053753 Solyc08g075820.2.1 48162145.5
DMC400053754 Solyc08g075820.2.1 48164189
DMC400053756 Solyc08g075840.2.1 48171812.5
DMC400053780 Solyc08g075850.2.1 48176511.5
DMC400053781 Solyc08g075860.2.1 48182479
DMC400053757 Solyc08g075870.2.1 48212854.5
DMC400053758 Solyc08g075880.2.1 48217006
DMC400053782 Solyc08g075880.2.1 48217550.5
DMC400062061 Solyc08g075900.1.1 48240876
DMC400058422 Solyc08g075900.1.1 48265218.5
DMC400059414 Solyc08g075900.1.1 48283430
DMC400053785 Solyc08g075900.1.1 48294772.5
DMC400053764 Solyc08g075900.1.1 48302489
DMC400053766 Solyc08g075910.1.1 48308665
DMC400053786 Solyc08g075920.2.1 48313441
DMC400053788 Solyc08g075930.2.1 48328838.5
DMC400053789 Solyc08g075940.2.1 48336732.5
DMC400053791 Solyc08g075950.1.1 48347295.5
DMC400053768 Solyc08g075960.2.1 48359849
DMC400053793 Solyc08g075970.2.1 48367854
DMC400053796 Solyc08g075630.2.1 48377512
DMC400053795 Solyc08g075980.1.1 48384029
DMC400029824 Solyc08g075630.2.1 48460410.5
DMC400029826 Solyc04g019320.1.1 48470885.5
DMC400029822 Solyc10g076980.1.1 48476928
DMC400029819 Solyc08g075640.2.1 48486607
DMC400029818 Solyc08g075640.2.1 48501263
DMC400029817 Solyc08g075630.2.1 48520736
DMC400029816 Solyc08g075640.2.1 48527708
DMC400016426 Solyc08g075640.2.1 48535338.5
DMC400016425 Solyc08g075630.2.1 48552947.5
DMC400016423 Solyc08g075640.2.1 48557548.5
DMC400016422 Solyc08g075630.2.1 48576043
DMC400016421 Solyc08g075640.2.1 48577428.5
DMC400016468 Solyc08g075640.2.1 48579679
DMC400016420 Solyc08g075640.2.1 48582568.5
DMC400016417 Solyc08g075640.2.1 48592390
DMC400016465 Solyc08g076000.2.1 48599867
DMC400016412 Solyc08g076010.2.1 48604487
DMC400016410 Solyc08g076020.2.1 48612460
DMC400016405 Solyc08g076020.2.1 48618049
DMC400057978 Solyc08g076040.1.1 48645175.5
DMC400016454 Solyc08g076050.2.1 48650871
DMC400016452 Solyc08g076050.2.1 48652217
DMC400016453 Solyc08g076060.2.1 48660301
DMC400016402 Solyc08g076080.2.1 48663563.5
DMC400016401 Solyc08g076090.2.1 48670821.5
DMC400068087 Solyc08g076090.2.1 48674557
DMC400016450 Solyc06g083060.2.1 48694762.5
DMC400016448 Solyc08g076120.2.1 48697767.5
DMC400016394 Solyc08g076130.2.1 48708119.5
DMC400058100 Solyc08g076150.2.1 48719559.5
DMC400016447 Solyc08g076140.2.1 48716076.5
DMC400016444 Solyc08g076160.2.1 48736358.5
DMC400016467 Solyc08g076170.1.1 48742147
DMC400016393 Solyc08g076180.2.1 48749202.5
DMC400016440 Solyc08g076190.2.1 48756995.5
DMC400016438 Solyc08g076190.2.1 48762504
DMC400016392 Solyc08g076200.2.1 48768572.5
DMC400016466 Solyc08g076490.2.1 48792978
DMC400016391 Solyc08g076490.2.1 48794860.5
DMC400016390 Solyc08g076490.2.1 48796483
DMC400016435 Solyc08g076220.2.1 48803232.5
DMC400016389 Solyc08g076230.1.1 48806256.5
DMC400016434 Solyc08g076250.1.1 48813456.5
DMC400016432 Solyc08g076250.1.1 48816320
DMC400016431 Solyc08g076250.1.1 48830697.5
DMC400016430 Solyc08g076250.1.1 48838287.5
DMC400016428 Solyc08g076250.1.1 48845398
DMC400016427 Solyc08g076250.1.1 48850365.5
DMC400016388 Solyc08g076290.2.1 48852999.5
DMC400016385 Solyc08g076300.2.1 48857960.5
DMC400016382 Solyc08g076310.2.1 48867183
DMC400004268 Solyc08g076320.2.1 48896830
DMC400004271 Solyc08g076340.2.1 48910961.5
DMC400004272 Solyc08g076350.2.1 48918553.5
DMC400004274 Solyc08g076360.2.1 48937527
DMC400004266 Solyc08g076370.2.1 48960758
DMC400004276 Solyc08g076380.1.1 48968362
DMC400063114 Solyc12g062770.1.1 48994357.5
DMC400026028 Solyc04g072600.1.1 48999021.5
DMC400026030 Solyc04g072600.1.1 49000615
DMC400026032 Solyc08g076390.2.1 49033959
DMC400026056 Solyc08g076400.2.1 49054460.5
DMC400026034 Solyc08g076410.2.1 49062753
DMC400026058 Solyc08g076420.2.1 49069996.5
DMC400026036 Solyc08g076430.2.1 49079771
DMC400026037 Solyc08g076440.2.1 49087140
DMC400026060 Solyc08g076450.2.1 49091035.5
DMC400026061 Solyc08g076450.2.1 49092007
DMC400026038 Solyc08g076460.2.1 49102186
DMC400064872 Solyc08g076470.2.1 49109251.5
DMC400026042 Solyc08g076470.2.1 49120622.5
DMC400026043 Solyc08g076480.2.1 49129490
DMC400026045 Solyc08g076490.2.1 49137628
DMC400026063 Solyc08g076490.2.1 49143036
DMC400026065 Solyc08g076510.2.1 49147083
DMC400026047 Solyc08g076520.2.1 49153773.5
DMC400026066 Solyc08g076530.2.1 49165233.5
DMC400026049 Solyc08g076540.2.1 49174888.5
DMC400026068 Solyc08g076570.2.1 49181003
DMC400026050 Solyc08g076580.2.1 49186331.5
DMC400026070 Solyc08g076590.2.1 49193042
DMC400026052 Solyc08g076610.2.1 49202691
DMC400026054 Solyc08g076620.1.1 49207892
DMC400030618 Solyc08g076630.1.1 49218763
DMC400030649 Solyc08g076640.1.1 49224919.5
DMC400030645 Solyc08g076650.2.1 49239270
DMC400030646 Solyc08g076650.2.1 49238690
DMC400030643 Solyc08g076660.2.1 49244605
DMC400030616 Solyc08g076670.2.1 49250142
DMC400030614 Solyc08g076680.1.1 49276653.5
DMC400067879 Solyc08g076690.1.1 49294184.5
DMC400030610 Solyc08g076700.1.1 49300155.5
DMC400030609 Solyc08g076710.2.1 49314228.5
DMC400030606 Solyc08g076720.2.1 49329540
DMC400030604 Solyc08g076730.2.1 49348773.5
DMC400030601 Solyc08g076770.2.1 49373159
DMC400030642 Solyc02g068140.2.1 49380775
DMC400030637 Solyc08g076790.2.1 49396147.5
DMC400030632 Solyc08g076810.2.1 49411567.5
DMC400030631 Solyc08g076820.2.1 49425292
DMC400030600 Solyc10g017760.1.1 49434602
DMC400030599 Solyc08g076830.1.1 49451372.5
DMC400030598 Solyc08g076840.2.1 49455577.5
DMC400030630 Solyc08g076850.2.1 49461440.5
DMC400030596 Solyc08g076860.2.1 49493024.5
DMC400030629 Solyc08g076870.1.1 49518447.5
DMC400030593 Solyc08g076880.2.1 49546876
DMC400030628 Solyc08g076890.2.1 49564495.5
DMC400030651 Solyc08g076890.2.1 49568852.5
DMC400030627 Solyc08g076900.2.1 49576078
DMC400030592 Solyc08g076910.2.1 49582077.5
DMC400030591 Solyc08g076920.2.1 49588841
DMC400030626 Solyc08g076930.1.1 49620886.5
DMC400064287 Solyc06g061190.1.1 49632291.5
DMC400030588 Solyc08g076960.1.1 49657712
DMC400030587 Solyc08g076970.2.1 49668604
DMC400030650 Solyc06g060080.2.1 49676274.5
DMC400030583 Solyc08g077000.1.1 49728180
DMC400030625 Solyc08g077010.1.1 49751876
DMC400065498 Solyc08g077020.1.1 49759407.5
DMC400030582 Solyc08g077030.2.1 49766076.5
DMC400030624 Solyc08g077040.2.1 49778628.5
DMC400030623 Solyc08g077050.2.1 49789051.5
DMC400030579 Solyc08g077060.2.1 49798980.5
DMC400030574 Solyc08g077080.1.1 49813858.5
DMC400030621 Solyc07g005700.2.1 49831648
DMC400030572 Solyc08g076810.2.1 49839971.5
DMC400030571 Solyc08g076810.2.1 49846006.5
DMC400030619 Solyc08g077090.2.1 49853110
DMC400030569 Solyc08g077110.2.1 49865707.5
DMC400057588 Solyc08g077140.1.1 49878825.5
DMC400030568 Solyc08g077140.1.1 49879205
DMC400030567 Solyc08g077150.2.1 49882199.5
DMC400041892 Solyc08g077180.2.1 49982128.5
DMC400041922 Solyc08g077190.1.1 49989145
DMC400041918 Solyc08g077200.2.1 50000603.5
DMC400041891 Solyc08g077210.2.1 50006442
DMC400041888 Solyc08g077220.2.1 50031620
DMC400041887 Solyc08g077230.2.1 50043253.5
DMC400041886 Solyc08g077240.2.1 50071778.5
DMC400041883 Solyc08g077250.2.1 50082028
DMC400041916 Solyc08g077260.2.1 50099597.5
DMC400041915 Solyc08g077270.2.1 50105411
DMC400041881 Solyc08g077280.1.1 50110067.5
DMC400041910 Solyc12g098960.1.1 50115316
DMC400041908 Solyc07g014750.1.1 50140459.5
DMC400041880 Solyc08g077290.1.1 50149143.5
DMC400041878 Solyc08g077300.2.1 50157292
DMC400041921 Solyc02g080650.2.1 50157270
DMC400003347 Solyc08g077320.1.1 50181170
DMC400003309 Solyc08g077330.2.1 50183813
DMC400003345 Solyc08g077340.2.1 50193226
DMC400003342 Solyc08g077350.2.1 50197579.5
DMC400003306 Solyc08g077360.2.1 50202852.5
DMC400003305 Solyc08g077380.2.1 50210166.5
DMC400003303 Solyc08g077380.2.1 50219473.5
DMC400003339 Solyc03g115450.1.1 50228174.5
DMC400003302 Solyc08g077400.1.1 50231427.5
DMC400003337 Solyc08g077420.2.1 50256636.5
